comment,comment_without_emo,sentiment,intent
สวยมากจริงๆ #ดอยสุเทพ #supermoon2016 https://www.facebook.com/kadsankayorm/posts/1864509197106034:0 … cr.กาดสันคะยอม,สวยมากจริงๆ #ดอยสุเทพ #supermoon2016 https://www.facebook.com/kadsankayorm/posts/1864509197106034:0 … cr.กาดสันคะยอม,Positive,Neutral
มาทาน MK สาขานี้ พนักงานน่ารักมากๆ พี่ผช.ที่ออกสาวๆหน่อย ใส่ใจลูกค้าทุกโต๊ะเลย,มาทาน MK สาขานี้ พนักงานน่ารักมากๆ พี่ผช.ที่ออกสาวๆหน่อย ใส่ใจลูกค้าทุกโต๊ะเลย,Positive,Neutral
น่าสนใจจริงๆตอนนี้ใช้ Ford Ranger มา 3 ปี ยังไม่มีปัญหา แต่ตัวนี้ น่าสนใจเป็นที่สุด อยากเปลี่ยนครับ,น่าสนใจจริงๆตอนนี้ใช้ Ford Ranger มา 3 ปี ยังไม่มีปัญหา แต่ตัวนี้ น่าสนใจเป็นที่สุด อยากเปลี่ยนครับ,Positive,Neutral
จันทร์-ศุกร์ อี้กกกกก,จันทร์-ศุกร์ อี้กกกกก,Neutral,Neutral
คนใช้ก็กล้าใช้เนอะ .. เภสัทสีอะไรก็ได้ซิตร้า นีเวีย .กันแดดอยากขาวโบกเข้าไป ส่วนหน้า อาทิตนึงสขับสัก1ครั่ง ต่ออาทิตย์ แล้วเอาน้ำแข็งใส่ผ่าบางเอามาถูหน้าเอาๆ หมั่น มาร์คหน้าบ่อยๆเอาตามสภาพผิวตัวเอง...ส่วนครีมก็ทาของเค้าเตอร์แบนด์ดีกว่าราคาไม่แรง แต่คุณภาพดีและปลอดภัยมีเยอะ,คนใช้ก็กล้าใช้เนอะ .. เภสัทสีอะไรก็ได้ซิตร้า นีเวีย .กันแดดอยากขาวโบกเข้าไป ส่วนหน้า อาทิตนึงสขับสัก1ครั่ง ต่ออาทิตย์ แล้วเอาน้ำแข็งใส่ผ่าบางเอามาถูหน้าเอาๆ หมั่น มาร์คหน้าบ่อยๆเอาตามสภาพผิวตัวเอง...ส่วนครีมก็ทาของเค้าเตอร์แบนด์ดีกว่าราคาไม่แรง แต่คุณภาพดีและปลอดภัยมีเยอะ,Negative,Neutral
กินๆๆเอ็มเค,กินๆๆเอ็มเค,Positive,Neutral
"บุหรี่มวนอันตรายแน่ๆ ล้าน% บุหรี่ไฟฟ้าอันตราย 50,000%","บุหรี่มวนอันตรายแน่ๆ ล้าน% บุหรี่ไฟฟ้าอันตราย 50,000%",Negative,Neutral
อยากได้ 2 ชั้นเกร๋ๆ,อยากได้ 2 ชั้นเกร๋ๆ,Neutral,Neutral
หมูกระทะชาบูเอ็มเคจะเยียวยาทุกสิ่ง,หมูกระทะชาบูเอ็มเคจะเยียวยาทุกสิ่ง,Positive,Neutral
หมูทะ บิงชู ชาบู ช้าง ลีโอ แสงโสม,หมูทะ บิงชู ชาบู ช้าง ลีโอ แสงโสม,Positive,Neutral
กินอาหารจีนกันมั๊ย ที่ Mayflower รร ดุสิตก่อนที่ 6 มค นี้ รรเค้าจะทุบแล้ว ร้านนี้เมนูประจำคือพักทองชุบไข่เค็มกับปลาหมึกเหล้าแดง อร่อยที่สุด!!!,กินอาหารจีนกันมั๊ย ที่ Mayflower รร ดุสิตก่อนที่ 6 มค นี้ รรเค้าจะทุบแล้ว ร้านนี้เมนูประจำคือพักทองชุบไข่เค็มกับปลาหมึกเหล้าแดง อร่อยที่สุด!!!,Positive,Neutral
มึงนำกุบ่ทันดอกมึงเชื่อกุ,มึงนำกุบ่ทันดอกมึงเชื่อกุ,Neutral,Neutral
��🤔😎😎, -,Neutral,Neutral
จัดปาย เสาร์นี้🤤🤤,จัดปาย เสาร์นี้,Neutral,Neutral
4จ่าย3ว่ะ🙊,4จ่าย3ว่ะ,Neutral,Neutral
โหอาเฉิงงงงง น้งงงง แต่ตัวสบาย ๆ มานั่งจิบเบียร์อยู่เซนเวิล 5555555 ดูจับต้องได้ อยากเจอง่า 😭😭,โหอาเฉิงงงงง น้งงงง แต่ตัวสบาย ๆ มานั่งจิบเบียร์อยู่เซนเวิล 5555555 ดูจับต้องได้ อยากเจอง่า ,Neutral,Neutral
ไปกินกันมั้ยยย,ไปกินกันมั้ยยย,Neutral,Question
เสาร์นี้กะ,เสาร์นี้กะ,Neutral,Neutral
Vios e ดาวน์/ค่างวด เท่าไรค่ะ,Vios e ดาวน์/ค่างวด เท่าไรค่ะ,Neutral,Question
มาฮับกูกลับบ้านนำแหน่,มาฮับกูกลับบ้านนำแหน่,Neutral,Neutral
ชอบมากเลยครับนิสสันนาวาราจะใช้งานหนักหรืองานเบาก็สบายเลยครับคุ้มค่าคุ้มราคาจริงๆ ครับสุดยอดเลยครับ,ชอบมากเลยครับนิสสันนาวาราจะใช้งานหนักหรืองานเบาก็สบายเลยครับคุ้มค่าคุ้มราคาจริงๆ ครับสุดยอดเลยครับ,Positive,Neutral
